AP_DEP,AP_ARR,DEPART_PROG,HEURE_DEP,RETARD_DEPART,TAXI_TIME,TEMPS_VOL,DISTANCE,ARRIVEE_PROG,RETARD_ARRIVEE,DATE,COMPAGNIE,NOM_COMPAGNIE,NOM_AP_DEP,VILLE_DEP,PAYS_DEP,LON_DEP,LAT_DEP,HAUTEUR_DEP,COUT_10_DEP,COUT_SUP_DEP,NOM_AP_ARR,VILLE_ARR,PAYS_ARR,LON_ARR,LAT_ARR,HAUTEUR_ARR,COUT_10_ARR,COUT_SUP_ARR,ANNEE,MOIS,JOUR_SEM,HEURE_DEP_H,RETARD_BIN,RETARD_SEVERE,COUT_TOTAL,NOM_MOIS,NOM_JOUR,CRENEAU,SEGMENT_DIST
ULN,SHJ,1547,1809.0,142.0,8.0,104.0,501,1731,127.0,2017-07-12,SMITH,Bel Air,Chinggis Khaan International Airport,Ulan Bator,Mongolie,106.766998,47.843102,4364.0,8198,356,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2017,7,2,18,1,1,17136,Jul,Mer,Soirée (18-20h),Moyen (500-1500km)
CTU,AGP,1810,1931.0,81.0,34.0,166.0,746,2056,71.0,2018-05-18,NVPPA,Ne Va Pas Partout Airlines,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2018,5,4,19,1,1,6041,Mai,Ven,Soirée (18-20h),Moyen (500-1500km)
ALG,DXB,1602,1612.0,10.0,45.0,168.0,985,1750,28.0,2017-07-30,COA,Corporate Overlord Airways,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2017,7,6,16,1,0,13674,Jul,Dim,Après-midi (15-17h),Moyen (500-1500km)
ALG,DXB,1451,1533.0,42.0,39.0,178.0,985,1649,103.0,2018-04-20,COA,Corporate Overlord Airways,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2018,4,4,15,1,1,13674,Avr,Ven,Après-midi (15-17h),Moyen (500-1500km)
TIA,CRL,1145,1156.0,11.0,21.0,91.0,407,1316,17.0,2016-01-11,APSLM,Air Piloter Sans Les Mains,Tirana International Airport Mother Teresa,Tirana,Albanie,19.7206001282,41.4146995544,126.0,4582,586,Brussels South Charleroi Airport,Brussels,Belgique,4.45382,50.459202,614.0,6859,29,2016,1,0,11,1,0,12056,Jan,Lun,Matin (9-11h),Court (<500km)
TNA,BRU,2015,2017.0,2.0,42.0,310.0,2125,2225,25.0,2016-07-22,COA,Corporate Overlord Airways,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2016,7,4,20,1,0,7986,Jul,Ven,Soirée (18-20h),Long (1500-3000km)
SHJ,BOH,1747,1816.0,29.0,34.0,129.0,678,2056,36.0,2016-09-17,THA,Try Hard Airlines,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,2016,9,5,18,1,0,12007,Sep,Sam,Soirée (18-20h),Moyen (500-1500km)
HAN,BGO,1105,1141.0,36.0,13.0,103.0,458,1248,27.0,2016-01-10,MAF,Morally Ambiguious Fligthts,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Bergen Airport Flesland,Bergen,Norvège,5.218140125,60.29339981,170.0,832,631,2016,1,6,11,1,0,10535,Jan,Dim,Matin (9-11h),Court (<500km)
BRU,ISB,1555,1616.0,21.0,15.0,45.0,109,1640,28.0,2016-02-21,MAF,Morally Ambiguious Fligthts,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,New Islamabad International Airport,Islamabad,Pakistan,72.851613,33.560713,1646.0,5046,845,2016,2,6,16,1,0,11016,Fév,Dim,Après-midi (15-17h),Court (<500km)
SHJ,SVG,2051,2131.0,40.0,14.0,77.0,315,2308,30.0,2017-08-04,THA,Try Hard Airlines,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Stavanger Airport Sola,Stavanger,Norvège,5.6377801895,58.876701354,29.0,3221,440,2017,8,4,21,1,0,12243,Aoû,Ven,Nuit tardive (21-24h),Court (<500km)
AGP,HAN,1925,1957.0,32.0,14.0,196.0,1199,2041,31.0,2016-05-24,AAPF,Always A Problem Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2016,5,1,19,1,0,9986,Mai,Mar,Soirée (18-20h),Moyen (500-1500km)
BOD,SXF,1953,1952.0,-1.0,10.0,365.0,2419,2258,21.0,2018-12-10,THA,Try Hard Airlines,Bordeaux-MÃ©rignac Airport,Bordeaux/MÃ©rignac,France,-0.715556025505,44.8283004761,162.0,5166,417,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2018,12,0,19,1,0,8419,Déc,Lun,Soirée (18-20h),Long (1500-3000km)
KMG,AGP,1250,1326.0,36.0,12.0,83.0,306,1413,35.0,2016-01-15,I6F,IE 6.0 Flights,Kunming Changshui International Airport,Kunming,Chine,102.9291667,25.1019444,6903.0,2849,732,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,1,4,13,1,0,4495,Jan,Ven,Midi (12-14h),Court (<500km)
SHJ,BHX,1705,1820.0,75.0,23.0,129.0,585,1914,64.0,2017-07-27,SMITH,Bel Air,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Birmingham International Airport,Birmingham,Royaume-Uni,-1.74802994728,52.453899383499994,327.0,9616,612,2017,7,3,18,1,1,18810,Jul,Jeu,Soirée (18-20h),Moyen (500-1500km)
AGP,SHJ,2200,2315.0,75.0,12.0,123.0,606,2303,55.0,2018-09-07,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2018,9,4,23,1,0,9496,Sep,Ven,Nuit tardive (21-24h),Moyen (500-1500km)
SEZ,LTK,1227,1251.0,24.0,18.0,79.0,292,1346,25.0,2018-02-25,I6F,IE 6.0 Flights,Seychelles International Airport,Mahe Island,Seychelles,55.521801,-4.67434,10.0,9364,417,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2018,2,6,12,1,0,19227,Fév,Dim,Midi (12-14h),Court (<500km)
SHJ,DXB,820,906.0,46.0,15.0,150.0,802,1050,26.0,2017-08-31,COA,Corporate Overlord Airways,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2017,8,3,9,1,0,15816,Aoû,Jeu,Matin (9-11h),Moyen (500-1500km)
AGP,GLA,1642,1712.0,30.0,12.0,84.0,406,1806,34.0,2017-07-23,APSLM,Air Piloter Sans Les Mains,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,2017,7,6,17,1,0,6592,Jul,Dim,Après-midi (15-17h),Court (<500km)
GOI,SHJ,948,943.0,-5.0,23.0,51.0,67,1039,17.0,2017-06-16,MAF,Morally Ambiguious Fligthts,Dabolim Airport,Vasco da Gama,Inde,73.8313980103,15.3808002472,150.0,8381,919,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2017,6,4,9,1,0,17882,Jun,Ven,Matin (9-11h),Court (<500km)
DUR,DSS,845,923.0,38.0,20.0,140.0,632,1105,26.0,2016-02-17,NVPPA,Ne Va Pas Partout Airlines,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,2016,2,2,9,1,0,12179,Fév,Mer,Matin (9-11h),Moyen (500-1500km)
LTK,GLA,1545,1654.0,69.0,19.0,186.0,1010,1851,52.0,2018-03-28,OA,Overpriced Air,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,2018,3,2,16,1,0,15124,Mar,Mer,Après-midi (15-17h),Moyen (500-1500km)
BRU,SNN,1255,1345.0,50.0,24.0,58.0,156,1353,52.0,2016-09-21,MAF,Morally Ambiguious Fligthts,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,Shannon Airport,Shannon,Irlande,-8.92482,52.702,46.0,1883,13,2016,9,2,13,1,0,7021,Sep,Mer,Midi (12-14h),Court (<500km)
DXB,KGF,1240,1250.0,10.0,27.0,146.0,813,1406,26.0,2016-03-02,COA,Corporate Overlord Airways,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,Sary-Arka Airport,Karaganda,Kazakhstan,73.33439636230469,49.670799255371094,1765.0,2303,629,2016,3,2,12,1,0,10166,Mar,Mer,Midi (12-14h),Moyen (500-1500km)
DUR,JNB,1625,1631.0,6.0,25.0,343.0,2300,1908,58.0,2017-04-03,NA,Neverland Airlines,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2017,4,0,16,1,0,9291,Avr,Lun,Après-midi (15-17h),Long (1500-3000km)
AGP,NIM,2258,2331.0,33.0,10.0,52.0,134,2250,28.0,2018-02-20,NVPPA,Ne Va Pas Partout Airlines,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Diori Hamani International Airport,Niamey,Niger,2.18361,13.4815,732.0,610,287,2018,2,1,23,1,0,1811,Fév,Mar,Nuit tardive (21-24h),Court (<500km)
GLA,AGP,1645,1711.0,26.0,16.0,101.0,406,1826,21.0,2016-04-20,NVPPA,Ne Va Pas Partout Airlines,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2016,4,2,17,1,0,6592,Avr,Mer,Après-midi (15-17h),Court (<500km)
TIA,KWL,2353,2400.0,7.0,16.0,295.0,2248,748,22.0,2017-05-11,OA,Overpriced Air,Tirana International Airport Mother Teresa,Tirana,Albanie,19.7206001282,41.4146995544,126.0,4582,586,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,2017,5,3,0,1,0,7899,Mai,Jeu,Nuit (0-5h),Long (1500-3000km)
KWL,AMM,815,848.0,33.0,14.0,103.0,427,958,28.0,2016-01-14,SMITH,Bel Air,Guilin Liangjiang International Airport,Guilin City,Chine,110.03900146484376,25.21809959411621,570.0,2309,422,Queen Alia International Airport,Amman,Jordanie,35.9931983948,31.7226009369,2395.0,7452,781,2016,1,3,8,1,0,10964,Jan,Jeu,Tôt matin (6-8h),Court (<500km)
BOH,DXB,715,715.0,0.0,18.0,206.0,1303,941,30.0,2017-08-19,COA,Corporate Overlord Airways,Bournemouth Airport,Bournemouth,Royaume-Uni,-1.8424999713897705,50.779998779296875,38.0,3147,278,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2017,8,5,7,1,0,10659,Aoû,Sam,Tôt matin (6-8h),Moyen (500-1500km)
JNB,SXF,740,903.0,83.0,24.0,129.0,651,949,90.0,2016-09-17,COA,Corporate Overlord Airways,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2016,9,5,9,1,1,5567,Sep,Sam,Matin (9-11h),Moyen (500-1500km)
AGP,ICN,1625,1632.0,7.0,65.0,86.0,352,1651,41.0,2018-07-18,I6F,IE 6.0 Flights,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,Incheon International Airport,Seoul,Corée du Sud,126.45099639892578,37.46910095214844,23.0,7900,135,2018,7,2,16,1,0,8949,Jul,Mer,Après-midi (15-17h),Court (<500km)
TNA,CPH,930,925.0,-5.0,17.0,352.0,2279,1222,21.0,2017-02-20,NA,Neverland Airlines,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,2017,2,0,9,1,0,10895,Fév,Lun,Matin (9-11h),Long (1500-3000km)
COK,WRO,1742,1956.0,134.0,15.0,73.0,319,1855,133.0,2018-07-30,OA,Overpriced Air,Cochin International Airport,Kochi,Inde,76.401901,10.152,30.0,5725,352,Copernicus WrocÅaw Airport,WrocÅaw,Pologne,16.885799408,51.1026992798,404.0,1422,78,2018,7,0,19,1,1,7577,Jul,Lun,Soirée (18-20h),Court (<500km)
SHJ,LHR,1229,1255.0,26.0,9.0,49.0,108,1318,26.0,2016-06-11,THA,Try Hard Airlines,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,London Heathrow Airport,London,Royaume-Uni,-0.461941,51.4706,83.0,5863,538,2016,6,5,12,1,0,14983,Jun,Sam,Midi (12-14h),Court (<500km)
SHJ,TER,1549,1546.0,-3.0,49.0,87.0,323,1816,20.0,2016-09-18,SMITH,Bel Air,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Lajes Airport,Praia da VitÃ³ria,Portugal,-27.090799,38.761799,180.0,6949,824,2016,9,6,15,1,0,16355,Sep,Dim,Après-midi (15-17h),Court (<500km)
BRU,KRK,1445,1528.0,43.0,15.0,277.0,2342,2222,33.0,2016-03-02,COA,Corporate Overlord Airways,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,2016,3,2,15,1,0,12369,Mar,Mer,Après-midi (15-17h),Long (1500-3000km)
SHJ,BWN,1615,1702.0,47.0,20.0,113.0,491,1808,45.0,2016-05-21,I6F,IE 6.0 Flights,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Brunei International Airport,Bandar Seri Begawan,Brunei,114.9280014038086,4.944200038909912,73.0,4993,299,2016,5,5,17,1,0,13874,Mai,Sam,Après-midi (15-17h),Court (<500km)
SXF,BRU,1900,1857.0,-3.0,45.0,94.0,337,2034,18.0,2017-09-17,THA,Try Hard Airlines,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2017,9,6,18,1,0,7961,Sep,Dim,Soirée (18-20h),Court (<500km)
BJV,SHJ,1031,1050.0,19.0,44.0,81.0,296,1052,49.0,2016-08-04,SMITH,Bel Air,Milas Bodrum International Airport,Bodrum,Turquie,27.6643009186,37.25059890749999,21.0,3816,638,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,8,3,10,1,0,13036,Aoû,Jeu,Matin (9-11h),Court (<500km)
HAN,TAS,1950,1959.0,9.0,53.0,70.0,303,2100,48.0,2017-04-02,I6F,IE 6.0 Flights,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Tashkent International Airport,Tashkent,Ouzbékistan,69.2811965942,41.257900238,1417.0,3043,399,2017,4,6,19,1,0,12514,Avr,Dim,Soirée (18-20h),Court (<500km)
HAN,GOI,1432,1426.0,-6.0,15.0,144.0,896,1756,18.0,2017-11-05,MAF,Morally Ambiguious Fligthts,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Dabolim Airport,Vasco da Gama,Inde,73.8313980103,15.3808002472,150.0,8381,919,2017,11,6,14,1,0,18372,Nov,Dim,Midi (12-14h),Moyen (500-1500km)
OKO,AGP,800,1107.0,187.0,10.0,120.0,692,1100,177.0,2018-07-30,NVPPA,Ne Va Pas Partout Airlines,Yokota Air Base,Fussa,Japon,139.34800720214844,35.74850082397461,463.0,2771,105,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2018,7,0,11,1,1,3790,Jul,Lun,Matin (9-11h),Moyen (500-1500km)
TBS,TNA,1815,1837.0,22.0,14.0,113.0,651,2108,22.0,2017-04-03,NA,Neverland Airlines,Tbilisi International Airport,Tbilisi,Géorgie,44.95470047,41.6692008972,1624.0,1582,722,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2017,4,0,18,1,0,5165,Avr,Lun,Soirée (18-20h),Moyen (500-1500km)
SOQ,SXF,1042,1209.0,87.0,8.0,98.0,421,1220,79.0,2017-01-16,MAF,Morally Ambiguious Fligthts,Dominique Edward Osok Airport,Sorong-Papua Island,Indonésie,131.287,-0.894,10.0,5305,357,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2017,1,0,12,1,1,8498,Jan,Lun,Midi (12-14h),Court (<500km)
CTU,GOI,850,858.0,8.0,19.0,135.0,725,1005,17.0,2017-06-18,I6F,IE 6.0 Flights,Chengdu Shuangliu International Airport,Chengdu,Chine,103.9469985961914,30.578500747680664,1625.0,4289,838,Dabolim Airport,Vasco da Gama,Inde,73.8313980103,15.3808002472,150.0,8381,919,2017,6,6,8,1,0,14427,Jun,Dim,Tôt matin (6-8h),Moyen (500-1500km)
SXF,TIA,1500,1527.0,27.0,9.0,90.0,414,1630,19.0,2018-05-17,BTATA,Better Take A Train Airlines,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Tirana International Airport Mother Teresa,Tirana,Albanie,19.7206001282,41.4146995544,126.0,4582,586,2018,5,3,15,1,0,8004,Mai,Jeu,Après-midi (15-17h),Court (<500km)
HAN,CPH,2030,2033.0,3.0,12.0,165.0,1024,2215,16.0,2018-07-24,AAPF,Always A Problem Flights,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Copenhagen Kastrup Airport,Copenhagen,Danemark,12.656000137329,55.617900848389,17.0,7541,493,2018,7,1,20,1,0,17106,Jul,Mar,Soirée (18-20h),Moyen (500-1500km)
LOS,SHJ,1737,1732.0,-5.0,40.0,93.0,287,1810,20.0,2017-03-19,I6F,IE 6.0 Flights,Murtala Muhammed International Airport,Lagos,Nigeria,3.321160078048706,6.5773701667785645,135.0,2401,920,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2017,3,6,17,1,0,11903,Mar,Dim,Après-midi (15-17h),Court (<500km)
HAN,GLA,1016,1006.0,-10.0,22.0,194.0,1506,1530,26.0,2016-02-25,AAPF,Always A Problem Flights,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,Glasgow International Airport,Glasgow,Royaume-Uni,-4.43306016922,55.8718986511,26.0,5389,289,2016,2,3,10,1,0,14750,Fév,Jeu,Matin (9-11h),Long (1500-3000km)
LTK,ALG,1130,1345.0,135.0,38.0,175.0,950,1425,129.0,2016-05-18,NVPPA,Ne Va Pas Partout Airlines,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Houari Boumediene Airport,Algiers,Algérie,3.215409994125366,36.69100189208984,82.0,5654,786,2016,5,2,13,1,1,15886,Mai,Mer,Midi (12-14h),Moyen (500-1500km)
SXF,TIA,2145,231.0,286.0,16.0,85.0,414,2310,283.0,2017-12-18,AAPF,Always A Problem Flights,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,Tirana International Airport Mother Teresa,Tirana,Albanie,19.7206001282,41.4146995544,126.0,4582,586,2017,12,0,2,1,1,8004,Déc,Lun,Nuit (0-5h),Court (<500km)
SVX,SHJ,1819,1913.0,54.0,30.0,63.0,130,1922,57.0,2016-06-24,SMITH,Bel Air,Koltsovo Airport,Yekaterinburg,Russie,60.802700042725,56.743099212646,764.0,2015,649,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,6,4,19,1,0,11246,Jun,Ven,Soirée (18-20h),Court (<500km)
BRE,LTK,1610,1717.0,67.0,13.0,166.0,1080,1856,59.0,2016-12-01,OA,Overpriced Air,Bremen Airport,Bremen,Allemagne,8.78666973114,53.0475006104,14.0,8515,185,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2016,12,3,17,1,0,18146,Déc,Jeu,Après-midi (15-17h),Moyen (500-1500km)
DQM,BRU,2036,2117.0,41.0,16.0,99.0,308,2215,42.0,2018-08-11,MAF,Morally Ambiguious Fligthts,Duqm International Airport,Duqm,Oman,57.634167,19.501944,364.0,8121,462,Brussels Airport,Brussels,Belgique,4.48443984985,50.9014015198,184.0,5077,48,2018,8,5,21,1,0,13708,Aoû,Sam,Nuit tardive (21-24h),Court (<500km)
DSS,LTK,1950,2022.0,32.0,37.0,106.0,502,2136,49.0,2016-07-25,NVPPA,Ne Va Pas Partout Airlines,Blaise Diagne International Airport,Dakar,Sénégal,-17.073333,14.67,290.0,5499,120,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2016,7,0,20,1,0,15065,Jul,Lun,Soirée (18-20h),Moyen (500-1500km)
LTK,DXB,750,807.0,17.0,23.0,252.0,1389,1102,25.0,2017-12-02,COA,Corporate Overlord Airways,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,Dubai International Airport,Dubai,Émirats arabes unis,55.3643989563,25.2527999878,62.0,6386,848,2017,12,5,8,1,0,16680,Déc,Sam,Tôt matin (6-8h),Moyen (500-1500km)
TPE,TIA,800,906.0,66.0,14.0,320.0,2106,1020,107.0,2017-02-23,APSLM,Air Piloter Sans Les Mains,Taiwan Taoyuan International Airport,Taipei,Taïwan,121.233002,25.0777,106.0,5279,265,Tirana International Airport Mother Teresa,Tirana,Albanie,19.7206001282,41.4146995544,126.0,4582,586,2017,2,3,9,1,1,10712,Fév,Jeu,Matin (9-11h),Long (1500-3000km)
DAC,HAN,1258,1433.0,95.0,34.0,81.0,359,1319,109.0,2016-03-04,MAF,Morally Ambiguious Fligthts,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,90.397783,23.843347,30.0,1488,44,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,2016,3,4,14,1,1,10604,Mar,Ven,Midi (12-14h),Court (<500km)
SHJ,KRK,1915,1952.0,37.0,21.0,178.0,1197,2313,33.0,2016-02-02,THA,Try Hard Airlines,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,KrakÃ³w John Paul II International Airport,KrakÃ³w,Pologne,19.7848,50.077702,791.0,6705,539,2016,2,1,19,1,0,15826,Fév,Mar,Soirée (18-20h),Moyen (500-1500km)
HAN,JNB,2010,2134.0,84.0,44.0,108.0,602,2158,112.0,2017-02-25,AAPF,Always A Problem Flights,Noi Bai International Airport,Hanoi,Vietnam,105.80699920654295,21.221200942993164,39.0,8379,693,OR Tambo International Airport,Johannesburg,Afrique du Sud,28.246,-26.1392,5558.0,2125,606,2017,2,5,21,1,1,11803,Fév,Sam,Nuit tardive (21-24h),Moyen (500-1500km)
DUR,TNA,1910,2138.0,148.0,20.0,144.0,728,2134,138.0,2016-08-11,COA,Corporate Overlord Airways,King Shaka International Airport,Durban,Afrique du Sud,31.1197222222,-29.6144444444,295.0,5737,823,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,2016,8,3,21,1,1,9421,Aoû,Jeu,Nuit tardive (21-24h),Moyen (500-1500km)
DMM,SHJ,1353,1410.0,17.0,12.0,237.0,1739,1950,27.0,2016-06-05,THA,Try Hard Airlines,King Fahd International Airport,Ad Dammam,Arabie saoudite,49.79790115356445,26.471200942993164,72.0,8285,613,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,2016,6,6,14,1,0,17480,Jun,Dim,Midi (12-14h),Long (1500-3000km)
FAO,AGP,1900,2017.0,77.0,11.0,112.0,545,2052,68.0,2017-01-26,NVPPA,Ne Va Pas Partout Airlines,Faro Airport,Faro,Portugal,-7.96590995789,37.0144004822,24.0,2954,461,MÃ¡laga Airport,MÃ¡laga,Espagne,-4.499110221862793,36.67490005493164,53.0,771,143,2017,1,3,20,1,1,4329,Jan,Jeu,Soirée (18-20h),Moyen (500-1500km)
SHJ,ALA,2020,2056.0,36.0,20.0,185.0,1041,2325,30.0,2016-02-02,MAF,Morally Ambiguious Fligthts,Sharjah International Airport,Sharjah,Émirats arabes unis,55.5172004699707,25.32859992980957,111.0,8241,341,Almaty Airport,Almaty,Kazakhstan,77.04049682617188,43.35210037231445,2234.0,534,419,2016,2,1,20,1,0,9535,Fév,Mar,Soirée (18-20h),Moyen (500-1500km)
TNA,LTK,1305,1303.0,-2.0,57.0,107.0,544,1452,68.0,2016-07-10,COA,Corporate Overlord Airways,Yaoqiang Airport,Jinan,Chine,117.21600341796876,36.857200622558594,76.0,2066,795,Bassel Al-Assad International Airport,Latakia,Syrie,35.948699951171875,35.401100158691406,157.0,9021,425,2016,7,6,13,1,1,12307,Jul,Dim,Midi (12-14h),Moyen (500-1500km)
NBE,AAL,1702,1815.0,73.0,27.0,76.0,331,1818,87.0,2016-09-24,MAF,Morally Ambiguious Fligthts,Enfidha - Hammamet International Airport,Enfidha,Tunisie,10.438611,36.075833,21.0,3372,277,Aalborg Airport,Aalborg,Danemark,9.84924316406,57.0927589138,10.0,8346,353,2016,9,5,18,1,1,12348,Sep,Sam,Soirée (18-20h),Court (<500km)
KUF,SXF,1158,1419.0,141.0,94.0,147.0,807,1325,218.0,2017-12-21,MAF,Morally Ambiguious Fligthts,Kurumoch International Airport,Samara,Russie,50.16429901123,53.504901885986,477.0,8982,73,Berlin-SchÃ¶nefeld Airport,Berlin,Allemagne,13.5225,52.380001,157.0,2151,685,2017,12,3,14,1,1,11891,Déc,Jeu,Midi (12-14h),Moyen (500-1500km)
